score_read,score_math,gender,birth,lunch,ethnicity,class_type,school,degree,ladder,experience,t_ethnicity,schooldistrict_id,school_id
402.0,405.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
418.0,459.0,male,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,level2,27.0,cauc,35.0,70.0
403.0,405.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,,3.0,afam,11.0,32.0
456.0,576.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,level1,11.0,cauc,11.0,22.0
474.0,602.0,female,1980 Q3,non-free,afam,small,inner-city,master,level1,8.0,cauc,11.0,28.0
455.0,489.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,11.0,cauc,31.0,64.0
411.0,473.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,level1,22.0,cauc,11.0,33.0
478.0,494.0,male,1980 Q2,non-free,afam,regular,rural,bachelor,level1,11.0,cauc,21.0,49.0
411.0,439.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,level1,12.0,cauc,12.0,35.0
413.0,418.0,male,1980 Q2,free,afam,regular,suburban,bachelor,,4.0,cauc,11.0,20.0
419.0,473.0,male,1980 Q1,,cauc,small,rural,master,level1,8.0,,40.0,76.0
405.0,429.0,female,1978 Q4,free,cauc,regular+aide,urban,bachelor,level1,17.0,cauc,2.0,2.0
437.0,494.0,female,1980 Q2,non-free,cauc,small,suburban,master,level1,12.0,cauc,22.0,54.0
428.0,489.0,male,1980 Q2,free,afam,regular+aide,suburban,bachelor,,2.0,cauc,11.0,25.0
405.0,463.0,female,1980 Q3,free,cauc,regular,rural,master,level1,13.0,cauc,24.0,56.0
424.0,459.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,level1,14.0,cauc,37.0,73.0
431.0,513.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,level1,3.0,cauc,32.0,66.0
413.0,484.0,female,1980 Q3,non-free,cauc,regular+aide,rural,master,level1,13.0,cauc,23.0,55.0
440.0,444.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,probation,0.0,afam,11.0,27.0
405.0,399.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,level1,22.0,cauc,11.0,33.0
400.0,444.0,male,1979 Q2,free,afam,regular+aide,urban,bachelor,level1,17.0,cauc,2.0,2.0
436.0,506.0,female,1979 Q4,non-free,cauc,small,suburban,bachelor,,5.0,cauc,11.0,17.0
,,male,1980 Q3,non-free,hispanic,small,suburban,bachelor,level1,10.0,cauc,18.0,42.0
487.0,576.0,female,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,13.0,cauc,23.0,55.0
395.0,423.0,male,1980 Q3,free,afam,small,inner-city,bachelor,apprentice,2.0,afam,11.0,16.0
397.0,429.0,male,1980 Q2,free,cauc,regular,rural,bachelor,level1,8.0,cauc,36.0,72.0
418.0,449.0,female,1979 Q4,free,afam,regular+aide,inner-city,bachelor,,2.0,cauc,11.0,32.0
461.0,536.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,10.0,cauc,30.0,63.0
463.0,576.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,,6.0,afam,11.0,27.0
439.0,484.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,level1,5.0,cauc,11.0,33.0
490.0,528.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,level1,6.0,cauc,34.0,68.0
476.0,520.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,level1,7.0,cauc,30.0,63.0
451.0,528.0,female,1980 Q2,non-free,afam,regular,inner-city,bachelor,,9.0,afam,11.0,28.0
455.0,494.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,level1,16.0,cauc,35.0,69.0
,,male,1980 Q2,free,afam,regular+aide,inner-city,master,level1,17.0,cauc,11.0,29.0
437.0,494.0,female,1980 Q3,free,cauc,regular+aide,urban,bachelor,,11.0,cauc,13.0,37.0
461.0,513.0,female,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,level1,17.0,cauc,25.0,58.0
458.0,547.0,male,1979 Q4,free,cauc,regular+aide,rural,bachelor,level1,12.0,cauc,9.0,12.0
398.0,449.0,female,1980 Q2,non-free,cauc,regular,rural,master,level1,10.0,cauc,1.0,1.0
418.0,439.0,female,1980 Q2,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
455.0,576.0,male,1979 Q2,non-free,cauc,regular,urban,bachelor,probation,0.0,cauc,26.0,59.0
437.0,444.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,level1,10.0,afam,11.0,28.0
447.0,484.0,female,1980 Q2,non-free,cauc,regular,suburban,bachelor,apprentice,1.0,afam,11.0,21.0
,,female,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,level1,18.0,cauc,22.0,52.0
410.0,576.0,male,1979 Q4,free,afam,regular,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
398.0,429.0,female,1980 Q2,free,afam,regular+aide,urban,bachelor,level1,17.0,cauc,2.0,2.0
407.0,423.0,male,1980 Q3,free,cauc,regular+aide,rural,bachelor,level2,27.0,cauc,35.0,70.0
450.0,500.0,female,1979 Q4,non-free,cauc,regular,rural,master,level1,6.0,cauc,30.0,63.0
428.0,454.0,female,1980 Q1,non-free,afam,small,suburban,bachelor,probation,0.0,cauc,11.0,23.0
386.0,434.0,male,1980 Q3,free,afam,regular,inner-city,master+,level1,8.0,cauc,11.0,16.0
403.0,459.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,level1,8.0,cauc,4.0,5.0
447.0,473.0,female,1979 Q4,free,afam,regular+aide,suburban,bachelor,,2.0,cauc,11.0,25.0
443.0,478.0,male,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,9.0,cauc,3.0,3.0
447.0,520.0,female,1980 Q3,free,afam,small,inner-city,bachelor,apprentice,1.0,afam,11.0,16.0
408.0,434.0,male,1980 Q2,non-free,afam,regular,suburban,master,level1,13.0,cauc,22.0,54.0
455.0,602.0,female,1980 Q1,non-free,cauc,small,rural,master,level1,9.0,cauc,9.0,12.0
434.0,463.0,male,1980 Q1,free,afam,regular+aide,inner-city,master,level1,10.0,afam,11.0,28.0
430.0,506.0,male,1980 Q4,non-free,cauc,small,rural,master,level1,8.0,cauc,40.0,76.0
410.0,454.0,male,1980 Q2,free,cauc,regular,suburban,bachelor,apprentice,1.0,afam,11.0,21.0
434.0,468.0,male,1980 Q2,free,cauc,small,rural,master,level1,6.0,cauc,36.0,72.0
472.0,602.0,male,1979 Q3,non-free,cauc,small,rural,bachelor,level1,12.0,cauc,38.0,74.0
388.0,412.0,female,1980 Q2,non-free,cauc,regular+aide,rural,master,level1,3.0,cauc,41.0,78.0
439.0,423.0,female,1980 Q2,free,cauc,regular+aide,rural,master,level1,21.0,cauc,16.0,40.0
419.0,434.0,female,1979 Q3,non-free,cauc,regular+aide,suburban,bachelor,apprentice,3.0,cauc,18.0,42.0
451.0,528.0,female,1980 Q2,free,cauc,regular+aide,suburban,bachelor,level1,16.0,cauc,17.0,41.0
397.0,399.0,male,1980 Q2,free,afam,small,inner-city,master,level1,6.0,cauc,11.0,28.0
497.0,513.0,male,1980 Q3,non-free,cauc,small,rural,master+,level1,8.0,cauc,41.0,78.0
427.0,547.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,level1,11.0,cauc,11.0,31.0
518.0,494.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,master,level1,14.0,cauc,12.0,36.0
458.0,484.0,male,1980 Q2,non-free,cauc,small,rural,bachelor,level1,4.0,cauc,5.0,7.0
419.0,439.0,female,1980 Q1,free,cauc,regular+aide,rural,bachelor,level1,8.0,cauc,4.0,5.0
428.0,500.0,female,1979 Q4,free,cauc,regular,rural,bachelor,probation,0.0,cauc,5.0,7.0
443.0,536.0,female,1980 Q2,non-free,afam,small,suburban,bachelor,level2,13.0,cauc,11.0,24.0
400.0,423.0,male,1980 Q1,non-free,asian,regular+aide,rural,bachelor,level1,7.0,cauc,24.0,56.0
408.0,444.0,male,1980 Q1,non-free,cauc,regular,urban,bachelor,level1,5.0,cauc,6.0,9.0
434.0,489.0,male,1980 Q1,non-free,cauc,small,urban,bachelor,level1,11.0,cauc,26.0,59.0
450.0,513.0,female,1979 Q4,non-free,cauc,small,urban,bachelor,apprentice,1.0,cauc,27.0,60.0
391.0,412.0,male,1980 Q3,free,afam,small,suburban,bachelor,level1,12.0,afam,11.0,25.0
448.0,489.0,male,1980 Q3,free,cauc,regular+aide,rural,master,level1,10.0,cauc,36.0,72.0
386.0,423.0,male,1980 Q1,free,afam,small,inner-city,bachelor,,3.0,cauc,18.0,45.0
443.0,494.0,male,1980 Q2,non-free,afam,small,inner-city,master,level1,8.0,cauc,11.0,28.0
431.0,536.0,female,1980 Q2,free,afam,regular,suburban,master,level1,24.0,cauc,18.0,44.0
437.0,478.0,female,1980 Q2,free,cauc,regular+aide,rural,bachelor,level1,9.0,cauc,21.0,49.0
456.0,513.0,male,1979 Q4,non-free,cauc,regular,rural,master,level1,12.0,cauc,6.0,8.0
490.0,536.0,male,1979 Q4,free,afam,small,inner-city,bachelor,apprentice,2.0,cauc,11.0,30.0
410.0,468.0,male,1979 Q1,free,cauc,regular+aide,urban,bachelor,level1,17.0,cauc,2.0,2.0
483.0,559.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level2,10.0,cauc,34.0,68.0
,,male,1980 Q2,free,afam,regular,inner-city,bachelor,,9.0,afam,11.0,28.0
443.0,513.0,male,1980 Q1,free,afam,small,inner-city,bachelor,level1,6.0,cauc,11.0,31.0
402.0,454.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,level1,16.0,afam,11.0,22.0
427.0,478.0,female,1980 Q2,non-free,cauc,regular,suburban,master,level1,12.0,cauc,22.0,52.0
476.0,576.0,female,1980 Q2,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
424.0,459.0,female,1979 Q4,free,afam,regular+aide,inner-city,bachelor,level1,16.0,afam,11.0,22.0
455.0,559.0,female,1980 Q4,free,cauc,regular,suburban,bachelor,level1,12.0,cauc,18.0,46.0
,,male,1979 Q4,free,cauc,small,rural,master,level1,15.0,cauc,35.0,70.0
443.0,528.0,female,1980 Q1,free,afam,small,inner-city,bachelor,apprentice,1.0,afam,11.0,16.0
424.0,463.0,male,1980 Q3,non-free,cauc,regular+aide,rural,master,level1,9.0,cauc,3.0,3.0
451.0,520.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,,3.0,cauc,25.0,58.0
447.0,528.0,male,1979 Q4,non-free,cauc,small,urban,master,level1,13.0,cauc,13.0,37.0
,434.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,,2.0,cauc,11.0,32.0
422.0,454.0,female,1980 Q3,non-free,cauc,regular+aide,rural,master,level1,8.0,cauc,14.0,38.0
510.0,576.0,female,1979 Q4,non-free,cauc,small,suburban,bachelor,level1,14.0,cauc,22.0,52.0
445.0,449.0,female,1980 Q1,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
443.0,500.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,level1,16.0,cauc,29.0,62.0
424.0,459.0,male,1980 Q3,free,cauc,small,rural,specialist,level2,8.0,cauc,14.0,38.0
405.0,484.0,male,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,5.0,cauc,15.0,39.0
437.0,536.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,probation,0.0,cauc,33.0,67.0
414.0,439.0,female,1980 Q3,free,afam,small,rural,master+,level1,6.0,cauc,5.0,7.0
407.0,439.0,male,1979 Q4,free,cauc,regular+aide,suburban,bachelor,level1,7.0,cauc,4.0,4.0
408.0,478.0,female,1980 Q2,free,afam,regular+aide,suburban,bachelor,,0.0,cauc,18.0,44.0
460.0,528.0,female,1980 Q1,non-free,cauc,regular,rural,master,level1,15.0,cauc,5.0,7.0
398.0,418.0,male,1980 Q2,free,cauc,regular+aide,rural,master,level1,10.0,cauc,36.0,72.0
411.0,439.0,male,1979 Q4,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
410.0,468.0,female,1980 Q3,free,afam,small,rural,bachelor,level1,19.0,cauc,31.0,64.0
419.0,500.0,female,1979 Q4,non-free,cauc,regular,rural,master,level1,12.0,cauc,6.0,8.0
443.0,484.0,male,1980 Q1,free,cauc,small,rural,bachelor,level1,2.0,cauc,15.0,39.0
,,male,1980 Q1,free,afam,small,suburban,bachelor,level1,3.0,cauc,18.0,44.0
455.0,576.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,level1,4.0,cauc,5.0,7.0
430.0,500.0,female,1980 Q2,free,afam,regular,inner-city,master+,level1,8.0,cauc,11.0,16.0
400.0,459.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,level1,11.0,cauc,11.0,22.0
442.0,459.0,female,1980 Q2,non-free,cauc,regular+aide,rural,master,level1,8.0,cauc,24.0,57.0
,,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,8.0,cauc,4.0,5.0
442.0,513.0,male,1980 Q1,non-free,cauc,small,suburban,master,level1,8.0,cauc,25.0,58.0
424.0,459.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,level1,11.0,cauc,31.0,64.0
448.0,478.0,female,1980 Q3,free,cauc,regular+aide,rural,master,level1,3.0,cauc,41.0,78.0
451.0,528.0,female,1980 Q2,free,cauc,regular+aide,rural,master,level1,10.0,cauc,36.0,72.0
463.0,489.0,male,1979 Q4,non-free,cauc,regular,rural,master,level2,11.0,cauc,8.0,11.0
393.0,429.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,apprentice,1.0,afam,11.0,22.0
472.0,494.0,female,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,20.0,cauc,3.0,3.0
456.0,528.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,level1,15.0,cauc,19.0,47.0
,,male,1980 Q3,free,cauc,regular,urban,master+,level1,13.0,cauc,27.0,60.0
514.0,506.0,male,1980 Q3,free,afam,regular+aide,rural,master,level1,9.0,cauc,31.0,65.0
467.0,513.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,level1,3.0,cauc,32.0,66.0
434.0,463.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,level1,8.0,cauc,21.0,49.0
413.0,434.0,female,1980 Q1,free,afam,regular+aide,inner-city,master,level1,10.0,afam,11.0,28.0
522.0,459.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,level1,5.0,cauc,31.0,64.0
408.0,449.0,female,1980 Q1,free,afam,small,inner-city,bachelor,level1,21.0,afam,11.0,15.0
440.0,494.0,male,1980 Q2,non-free,afam,regular,inner-city,bachelor,,10.0,afam,11.0,18.0
400.0,439.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,8.0,cauc,4.0,5.0
492.0,559.0,female,1979 Q3,non-free,cauc,regular,rural,master,level1,15.0,cauc,5.0,7.0
460.0,576.0,male,1980 Q3,non-free,cauc,small,rural,master,level1,6.0,cauc,36.0,72.0
497.0,602.0,male,1979 Q3,non-free,cauc,small,suburban,master,level1,18.0,cauc,17.0,41.0
580.0,576.0,male,1980 Q2,non-free,cauc,small,suburban,master,probation,8.0,cauc,17.0,41.0
428.0,513.0,male,1979 Q4,free,afam,regular,rural,master,level1,15.0,cauc,5.0,7.0
445.0,468.0,female,1980 Q3,free,cauc,small,rural,bachelor,level1,2.0,cauc,15.0,39.0
627.0,626.0,male,1979 Q4,non-free,cauc,small,urban,bachelor,level1,14.0,cauc,6.0,9.0
450.0,506.0,male,1980 Q2,free,afam,regular+aide,suburban,bachelor,level1,5.0,afam,11.0,21.0
474.0,536.0,male,1980 Q3,free,cauc,small,rural,master,level1,6.0,cauc,36.0,72.0
428.0,489.0,female,1979 Q4,free,afam,regular+aide,suburban,bachelor,level1,5.0,afam,11.0,21.0
458.0,520.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,6.0,cauc,36.0,71.0
413.0,444.0,female,1980 Q1,free,cauc,regular,rural,bachelor,level1,20.0,cauc,9.0,12.0
456.0,536.0,male,1979 Q4,free,cauc,regular+aide,suburban,bachelor,,2.0,cauc,11.0,25.0
443.0,468.0,male,1980 Q2,non-free,cauc,regular,rural,bachelor,level1,16.0,cauc,29.0,62.0
490.0,602.0,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,10.0,afam,11.0,27.0
408.0,423.0,male,1979 Q4,free,cauc,regular,rural,bachelor,level1,6.0,cauc,36.0,71.0
,,female,1980 Q1,free,afam,small,inner-city,bachelor,apprentice,1.0,cauc,11.0,33.0
421.0,506.0,female,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,level1,3.0,cauc,25.0,58.0
410.0,444.0,female,1980 Q3,free,cauc,regular+aide,rural,bachelor,level1,14.0,cauc,35.0,70.0
,,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level2,10.0,cauc,34.0,68.0
407.0,449.0,male,1980 Q2,,afam,regular+aide,suburban,bachelor,level1,5.0,,11.0,21.0
503.0,576.0,female,1979 Q4,free,afam,small,inner-city,bachelor,level1,3.0,afam,11.0,22.0
434.0,473.0,female,1980 Q3,free,cauc,small,rural,bachelor,level1,7.0,cauc,30.0,63.0
463.0,506.0,female,1979 Q4,free,cauc,regular+aide,rural,bachelor,level2,27.0,cauc,35.0,70.0
430.0,513.0,male,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,,2.0,cauc,36.0,71.0
483.0,520.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,19.0,cauc,37.0,73.0
450.0,449.0,female,1980 Q3,free,cauc,small,suburban,bachelor,,3.0,cauc,18.0,44.0
458.0,559.0,male,1980 Q1,free,afam,small,inner-city,bachelor,level1,6.0,cauc,11.0,31.0
445.0,484.0,male,1979 Q4,free,cauc,regular,rural,bachelor,apprentice,1.0,cauc,40.0,76.0
448.0,513.0,male,1980 Q1,non-free,cauc,regular,rural,master,level1,6.0,cauc,10.0,13.0
461.0,494.0,male,1980 Q3,non-free,hispanic,small,rural,bachelor,level1,5.0,cauc,33.0,67.0
414.0,454.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,3.0,afam,11.0,15.0
421.0,412.0,male,1980 Q1,free,afam,small,inner-city,bachelor,apprentice,1.0,cauc,11.0,33.0
,468.0,male,1980 Q1,free,afam,regular,inner-city,master,probation,6.0,cauc,11.0,33.0
456.0,506.0,male,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,13.0,cauc,40.0,76.0
492.0,513.0,male,1980 Q1,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
418.0,412.0,female,1980 Q3,free,afam,small,rural,bachelor,level1,12.0,cauc,38.0,74.0
421.0,449.0,female,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,,12.0,afam,11.0,20.0
478.0,520.0,male,1980 Q2,non-free,cauc,small,suburban,master,level1,17.0,cauc,12.0,36.0
386.0,399.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,6.0,cauc,11.0,16.0
428.0,528.0,male,1980 Q1,free,cauc,regular+aide,rural,master,level1,20.0,cauc,3.0,3.0
495.0,547.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,level1,16.0,cauc,36.0,72.0
418.0,454.0,male,1980 Q1,non-free,cauc,regular,rural,master,level1,4.0,cauc,42.0,80.0
507.0,576.0,male,1980 Q1,non-free,cauc,regular+aide,urban,bachelor,apprentice,5.0,cauc,27.0,60.0
437.0,500.0,female,1980 Q1,free,cauc,regular,rural,bachelor,level1,10.0,cauc,30.0,63.0
413.0,459.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,level1,8.0,cauc,4.0,4.0
411.0,449.0,female,1980 Q3,non-free,cauc,small,urban,master,level1,12.0,cauc,2.0,2.0
403.0,444.0,female,1980 Q2,non-free,cauc,regular+aide,urban,bachelor,apprentice,5.0,cauc,27.0,60.0
376.0,423.0,male,1980 Q2,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
518.0,484.0,male,1980 Q3,non-free,cauc,regular+aide,rural,master,level1,12.0,cauc,6.0,8.0
419.0,439.0,female,1980 Q4,non-free,cauc,small,suburban,bachelor,,0.0,cauc,4.0,4.0
382.0,418.0,male,1980 Q3,free,cauc,regular+aide,rural,bachelor,level1,12.0,cauc,12.0,35.0
413.0,449.0,male,1980 Q2,free,afam,small,inner-city,bachelor,,2.0,cauc,11.0,28.0
410.0,439.0,male,1980 Q1,non-free,afam,regular,inner-city,master,probation,3.0,afam,22.0,53.0
443.0,468.0,male,1980 Q2,free,afam,regular+aide,inner-city,bachelor,probation,0.0,cauc,11.0,19.0
408.0,423.0,female,1980 Q3,free,other,regular,rural,master,level1,12.0,cauc,6.0,8.0
422.0,513.0,male,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,,9.0,cauc,1.0,1.0
,,male,1979 Q4,non-free,cauc,small,suburban,master,level1,4.0,cauc,18.0,46.0
442.0,473.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,apprentice,1.0,cauc,11.0,19.0
425.0,513.0,male,1980 Q4,free,afam,regular+aide,inner-city,bachelor,apprentice,1.0,cauc,11.0,19.0
460.0,520.0,male,1980 Q2,free,cauc,regular,rural,master,level1,12.0,cauc,31.0,65.0
437.0,463.0,female,1980 Q3,free,cauc,small,rural,bachelor,level1,6.0,cauc,36.0,71.0
450.0,506.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,level1,12.0,afam,11.0,27.0
,,female,1980 Q2,free,afam,regular,inner-city,bachelor,level1,12.0,afam,11.0,27.0
440.0,536.0,female,1980 Q2,non-free,cauc,regular,urban,bachelor,level1,3.0,cauc,7.0,10.0
455.0,454.0,male,1979 Q4,free,cauc,small,rural,bachelor,level1,2.0,cauc,37.0,73.0
407.0,449.0,male,1979 Q3,free,cauc,regular,suburban,bachelor,level1,8.0,cauc,4.0,4.0
433.0,528.0,female,1980 Q2,free,cauc,regular,rural,bachelor,level1,4.0,cauc,15.0,39.0
418.0,468.0,male,1980 Q2,free,cauc,regular+aide,rural,master,level1,12.0,cauc,6.0,8.0
453.0,484.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,level1,7.0,cauc,30.0,63.0
431.0,429.0,female,1979 Q4,free,cauc,regular+aide,suburban,bachelor,level1,17.0,cauc,18.0,43.0
425.0,489.0,male,1980 Q1,free,afam,regular,suburban,bachelor,apprentice,1.0,cauc,11.0,23.0
416.0,439.0,male,1980 Q2,free,cauc,regular,rural,bachelor,level1,11.0,cauc,21.0,49.0
480.0,520.0,male,1980 Q2,non-free,cauc,regular,urban,bachelor,level1,5.0,cauc,6.0,9.0
455.0,536.0,male,1979 Q4,free,cauc,small,rural,bachelor,level1,6.0,cauc,36.0,71.0
431.0,506.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,level1,21.0,cauc,24.0,56.0
419.0,500.0,male,1980 Q1,non-free,afam,regular+aide,urban,bachelor,level1,17.0,cauc,2.0,2.0
410.0,429.0,male,1980 Q2,free,cauc,regular,rural,bachelor,level1,8.0,cauc,36.0,72.0
,,female,1979 Q4,non-free,cauc,small,suburban,master,level1,7.0,cauc,12.0,36.0
421.0,528.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,level1,8.0,cauc,38.0,74.0
463.0,536.0,female,1980 Q3,free,afam,small,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
476.0,520.0,female,1979 Q4,free,afam,regular+aide,inner-city,bachelor,level1,20.0,afam,11.0,27.0
,,male,1980 Q2,non-free,cauc,small,urban,bachelor,level1,11.0,cauc,27.0,60.0
414.0,489.0,female,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,10.0,cauc,35.0,70.0
407.0,484.0,male,1979 Q4,free,afam,regular,inner-city,bachelor,,9.0,afam,11.0,28.0
424.0,459.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
448.0,576.0,male,1980 Q2,non-free,cauc,small,rural,bachelor,level1,4.0,cauc,10.0,13.0
421.0,506.0,male,1979 Q4,free,afam,small,inner-city,master,level1,6.0,cauc,11.0,28.0
403.0,473.0,female,1980 Q3,free,cauc,regular+aide,rural,bachelor,level2,27.0,cauc,35.0,70.0
397.0,449.0,male,1980 Q1,non-free,afam,regular,inner-city,bachelor,level1,9.0,afam,11.0,18.0
400.0,399.0,male,1980 Q2,free,afam,small,urban,master,level1,12.0,cauc,2.0,2.0
458.0,513.0,male,1980 Q1,non-free,cauc,regular+aide,urban,bachelor,level1,14.0,cauc,6.0,9.0
395.0,392.0,male,1980 Q3,free,cauc,regular+aide,rural,master,level1,13.0,cauc,40.0,76.0
418.0,473.0,male,1979 Q4,free,cauc,regular,rural,bachelor,level1,4.0,cauc,15.0,39.0
,444.0,male,1979 Q4,non-free,cauc,small,suburban,master,level1,7.0,cauc,28.0,61.0
398.0,412.0,male,1980 Q4,free,cauc,regular+aide,urban,,,,,20.0,48.0
410.0,459.0,female,1980 Q1,free,cauc,regular,rural,master,level1,8.0,cauc,41.0,78.0
413.0,392.0,female,1980 Q3,free,afam,regular,inner-city,bachelor,probation,0.0,cauc,11.0,31.0
413.0,473.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,master,level1,14.0,cauc,12.0,36.0
430.0,444.0,male,1980 Q3,non-free,asian,regular,urban,bachelor,level1,5.0,cauc,13.0,37.0
422.0,459.0,male,1980 Q3,non-free,cauc,regular,rural,master,level1,8.0,afam,32.0,66.0
431.0,484.0,female,1980 Q2,non-free,cauc,regular,rural,master,level1,13.0,cauc,21.0,50.0
492.0,536.0,female,1979 Q4,free,cauc,regular,rural,master,level3,16.0,cauc,34.0,68.0
474.0,513.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,level1,0.0,cauc,11.0,17.0
470.0,520.0,male,1980 Q1,free,cauc,regular,rural,bachelor,level1,8.0,cauc,3.0,3.0
487.0,559.0,female,1979 Q4,non-free,cauc,small,rural,specialist,level1,14.0,cauc,1.0,1.0
,459.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,level1,5.0,cauc,31.0,64.0
398.0,449.0,male,1980 Q1,free,afam,small,suburban,bachelor,,5.0,cauc,11.0,17.0
443.0,626.0,female,1980 Q2,free,afam,regular+aide,inner-city,master,apprentice,24.0,cauc,11.0,30.0
,418.0,female,1980 Q2,free,afam,regular,suburban,bachelor,,18.0,afam,11.0,25.0
414.0,478.0,male,1979 Q2,free,afam,regular+aide,suburban,master,level1,15.0,afam,11.0,21.0
427.0,468.0,male,1979 Q4,non-free,cauc,small,urban,bachelor,level1,21.0,cauc,20.0,48.0
408.0,454.0,male,1980 Q3,free,cauc,regular+aide,rural,master,level1,5.0,cauc,15.0,39.0
445.0,449.0,female,1980 Q3,non-free,cauc,regular,rural,master,level1,10.0,cauc,1.0,1.0
439.0,489.0,female,1979 Q4,non-free,cauc,small,rural,specialist,level1,10.0,cauc,3.0,3.0
465.0,484.0,female,1979 Q4,free,cauc,regular,rural,master,level1,13.0,cauc,14.0,38.0
428.0,478.0,female,1979 Q4,free,afam,regular+aide,suburban,master+,level1,12.0,cauc,22.0,51.0
402.0,418.0,female,1980 Q4,free,cauc,small,rural,bachelor,level1,4.0,cauc,5.0,7.0
407.0,484.0,female,1980 Q1,free,afam,regular+aide,suburban,bachelor,level1,21.0,afam,11.0,23.0
580.0,626.0,female,1980 Q2,non-free,cauc,regular,suburban,master,level3,15.0,cauc,17.0,41.0
,,female,1979 Q3,non-free,cauc,regular,inner-city,bachelor,level1,9.0,afam,11.0,18.0
393.0,454.0,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,apprentice,1.0,cauc,11.0,19.0
